name,year,citationcount,affiliation,paperID
Ramik Sadana,2016,28,"Georgia Inst Technol, Atlanta, GA 30332 USA",5843777aac44360f10840d43
John T. Stasko,2016,28,"Georgia Inst Technol, Atlanta, GA 30332 USA",5843777aac44360f10840d43
Hermann Pflüger,2015,1,,58437783ac44360f10841d38
Thomas Ertl,2015,1,,58437783ac44360f10841d38
Finian Mwalongo,2016,13,Corresponding author.,58d82fb2d649053542fd16ec
Michael Krone,2016,13,Visualization Research Center (VISUS)University of StuttgartGermany,58d82fb2d649053542fd16ec
Michael Becher,2016,13,Visualization Research Center (VISUS)University of StuttgartGermany,58d82fb2d649053542fd16ec
Guido Reina,2016,13,Visualization Research Center (VISUS)University of StuttgartGermany,58d82fb2d649053542fd16ec
Thomas Ertl,2016,13,Visualization Research Center (VISUS)University of StuttgartGermany,58d82fb2d649053542fd16ec
Dominik Herr,2017,9,"Institute for Visualization and Interactive Systems (VIS), University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany",58d82fdbd649053542fd92ff
Qi Han,2017,9,"Institute for Visualization and Interactive Systems (VIS), University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany",58d82fdbd649053542fd92ff
Steffen Lohmann,2017,9,"Fraunhofer Institute for Intelligent Analysis and Information Systems (IAIS), Schloss Birlinghoven, 53757 Sankt Augustin, Germany",58d82fdbd649053542fd92ff
Thomas Ertl,2017,9,"Institute for Visualization and Interactive Systems (VIS), University of Stuttgart, Universitätsstraße 38, 70569 Stuttgart, Germany",58d82fdbd649053542fd92ff
Yuhong Li,2018,40,"Microsoft Research, Beijing, China and Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China and Xidian University, China",58d82ffed649053542fdf262
Jie Bao,2018,40,"Microsoft Research, Beijing, China",58d82ffed649053542fdf262
Yanhua Li,2018,40,Worcester Polytechnic Institute,58d82ffed649053542fdf262
Yingcai Wu,2018,40,"Zhejiang University, Zhejiang, China",58d82ffed649053542fdf262
Zhiguo Gong,2018,40,"University of Macau, Macau, China",58d82ffed649053542fdf262
Yu Zheng,2018,40,"Microsoft Research, Beijing, China and Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, China and Xidian University, China",58d82ffed649053542fdf262
Michael Becher,2017,16,"University of Stuttgart, Germany",58d83008d649053542fe0479
Michael Krone,2017,16,"University of Stuttgart, Germany",58d83008d649053542fe0479
Guido Reina,2017,16,"University of Stuttgart, Germany",58d83008d649053542fe0479
Thomas Ertl,2017,16,"University of Stuttgart, Germany",58d83008d649053542fe0479
Robert Krüger,2016,4,"Institute for Visualization and Interactive Systems, University of Stuttgart",58d8301ad649053542fe2b4e
Steffen Koch,2016,4,"Institute for Visualization and Interactive Systems, University of Stuttgart",58d8301ad649053542fe2b4e
Thomas Ertl,2016,4,"Institute for Visualization and Interactive Systems, University of Stuttgart",58d8301ad649053542fe2b4e
Manuel Stein,2016,11,"Department of Computer and Information Science, University of Konstanz",58d83034d649053542fe6043
Halldór Janetzko,2016,11,"Department of Computer and Information Science, University of Konstanz",58d83034d649053542fe6043
Andreas Lamprecht,2016,11,"Department of Computer and Information Science, University of Konstanz",58d83034d649053542fe6043
Daniel Seebacher,2016,11,"Department of Computer and Information Science, University of Konstanz",58d83034d649053542fe6043
Tobias Schreck,2016,11,"Institute for Computer Graphics and Knowledge Visualization, Graz University of Technology",58d83034d649053542fe6043
Daniel A. Keim,2016,11,"Department of Computer and Information Science, University of Konstanz",58d83034d649053542fe6043
Michael Grossniklaus,2016,11,"Department of Computer and Information Science, University of Konstanz",58d83034d649053542fe6043
Oliver Fernandes,2016,1,University of Stuttgart,58d83034d649053542fe636a
Steffen Frey,2016,1,University of Stuttgart,58d83034d649053542fe636a
Thomas Ertl,2016,1,University of Stuttgart,58d83034d649053542fe636a
Wei Chen,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Junhua Lu,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Dingke Kong,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Zhiqi Liu,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Yandi Shen,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Yinyin Chen,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Jingxuan He,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Shu Liu,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Ye Qi,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Yingcai Wu,2017,7,"State Key Lab of CAD & CG, Zhejiang University, Hangzhou, China",599c77ab601a182cd256c45c
Tim Dwyer,2017,0,"Monash University, Melbourne, Australia",599c7855601a182cd25bb984
Yingcai Wu,2017,0,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, China",599c7855601a182cd25bb984
Johannes Fuchs,2017,90,"University of Konstanz, Konstanz, Germany",599c7857601a182cd25bc2bd
Petra Isenberg,2017,90,"Inria, Paris, France",599c7857601a182cd25bc2bd
Anastasia Bezerianos,2017,90,"Univ Paris Sud, CNRS & Inria, Paris, France",599c7857601a182cd25bc2bd
Daniel A. Keim,2017,90,"University of Konstanz, Konstanz, Germany",599c7857601a182cd25bc2bd
Chen Zhang,2019,17,,599c7959601a182cd26337e7
Hao Wang,2019,17,,599c7959601a182cd26337e7
Yingcai Wu,2019,17,,599c7959601a182cd26337e7
Grzegorz Karol Karch,2017,0,,599c7961601a182cd2637351
Filip Sadlo,2017,0,,599c7961601a182cd2637351
Sebastian Boblest,2017,0,,599c7961601a182cd2637351
Moritz Ertl,2017,0,,599c7961601a182cd2637351
Bernhard Weigand,2017,0,,599c7961601a182cd2637351
Kelly Gaither,2017,0,,599c7961601a182cd2637351
Thomas Ertl,2017,0,,599c7961601a182cd2637351
Alice Thudt,2017,20,University of Calgary,599c7a47601a182cd26a41b0
Bongshin Lee,2017,20,Microsoft Research,599c7a47601a182cd26a41b0
Eun Kyoung Choe,2017,20,Pennsylvania State University,599c7a47601a182cd26a41b0
Sheelagh Carpendale,2017,20,University of Calgary,599c7a47601a182cd26a41b0
Benjamin Bach,2017,56,Harvard University,599c7a47601a182cd26a4261
Nathalie Henry Riche,2017,56,Microsoft Research,599c7a47601a182cd26a4261
Sheelagh Carpendale,2017,56,University of Calgary,599c7a47601a182cd26a4261
Hanspeter Pfister,2017,56,Harvard University,599c7a47601a182cd26a4261
Mennatallah El-Assady,2017,51,:,599c7a75601a182cd26b98e4
Rita Sevastjanova,2017,51,"University of Konstanz, Germany",599c7a75601a182cd26b98e4
Bela Gipp,2017,51,"University of Konstanz, Germany",599c7a75601a182cd26b98e4
Daniel A. Keim,2017,51,"University of Konstanz, Germany",599c7a75601a182cd26b98e4
Christopher Collins,2017,51,"University of Ontario Institute of Technology, Canada",599c7a75601a182cd26b98e4
Dominik Sacha,2017,34,"University of Konstanz, Germany",599c7a75601a182cd26b9943
F. Al-amoody,2017,34,"University of Konstanz, Germany",599c7a75601a182cd26b9943
Manuel Stein,2017,34,"University of Konstanz, Germany",599c7a75601a182cd26b9943
Tobias Schreck,2017,34,"Graz University of Technology, Austria",599c7a75601a182cd26b9943
Daniel A. Keim,2017,34,"University of Konstanz, Germany",599c7a75601a182cd26b9943
Gennady L. Andrienko,2017,34,"Fraunhofer Institute IAIS, Germany & City University London, UK",599c7a75601a182cd26b9943
Halldór Janetzko,2017,34,"University of Zurich, Switzerland",599c7a75601a182cd26b9943
Sean McKenna,2017,77,:,599c7a75601a182cd26b9a6c
Nathalie Henry Riche,2017,77,"Microsoft Research Redmond, WA, USA",599c7a75601a182cd26b9a6c
Bongshin Lee,2017,77,"Microsoft Research Redmond, WA, USA",599c7a75601a182cd26b9a6c
Jeremy Boy,2017,77,"United Nations Global Pulse New York, NY, USA",599c7a75601a182cd26b9a6c
M. Meyer,2017,77,"University of Utah Salt Lake City, UT, USA",599c7a75601a182cd26b9a6c
Florian Stoffel,2017,8,"University of Konstanz, Germany",599c7a75601a182cd26b9b27
Wolfgang Jentner,2017,8,"University of Konstanz, Germany",599c7a75601a182cd26b9b27
Michael Behrisch,2017,8,"University of Konstanz, Germany",599c7a75601a182cd26b9b27
Johannes Fuchs,2017,8,"University of Konstanz, Germany",599c7a75601a182cd26b9b27
Daniel A. Keim,2017,8,"University of Konstanz, Germany",599c7a75601a182cd26b9b27
Tanja Blascheck,2017,30,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",599c7a75601a182cd26b9d74
Markus Schweizer,2017,30,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",599c7a75601a182cd26b9d74
Fabian Beck,2017,30,"Institute for Computer Science and Business Information Systems, University of Duisburg-Essen, Essen, Germany",599c7a75601a182cd26b9d74
Thomas Ertl,2017,30,"Institute for Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany",599c7a75601a182cd26b9d74
Jorge Poco,2017,143,"University of Washington,",599c7a76601a182cd26b9eda
Jeffrey Heer,2017,143,"University of Washington,",599c7a76601a182cd26b9eda
Donghao Ren,2017,36,"University of California, Santa Barbara, United States",599c7a76601a182cd26ba4ba
Bongshin Lee,2017,36,"Microsoft Research, Redmond, United States",599c7a76601a182cd26ba4ba
Tobias Höllerer,2017,36,"University of California, Santa Barbara, United States",599c7a76601a182cd26ba4ba
Valentin Bruder,2016,9,University of Stuttgart,599c7b67601a182cd27340a3
Steffen Frey,2016,9,University of Stuttgart,599c7b67601a182cd27340a3
Thomas Ertl,2016,9,University of Stuttgart,599c7b67601a182cd27340a3
Karsten Schatz,2016,23,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany",599c7b6f601a182cd273825f
Christoph Müller,2016,23,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany",599c7b6f601a182cd273825f
Michael Krone,2016,23,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany",599c7b6f601a182cd273825f
Jens Schneider,2016,23,"King Abdullah Univ Sci & Technol, Thuwal, Saudi Arabia",599c7b6f601a182cd273825f
Guido Reina,2016,23,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany",599c7b6f601a182cd273825f
Thomas Ertl,2016,23,"Univ Stuttgart, Visualizat Res Ctr, Stuttgart, Germany",599c7b6f601a182cd273825f
Alexis Hiniker,2017,35,"Microsoft Research, Redmond & University of Washington, Seattle, WA, USA",599c7b85601a182cd274430e
Kiley Sobel,2017,35,"Microsoft Research, Redmond & University of Washington, Seattle, WA, USA",599c7b85601a182cd274430e
Bongshin Lee,2017,35,"Microsoft Research, Redmond, WA, USA",599c7b85601a182cd274430e
Daekyoung Jung,2017,125,"Seoul National University, Seoul, Republic of Korea",599c7b87601a182cd2744edc
Wonjae Kim,2017,125,"Seoul National University, Seoul, Republic of Korea",599c7b87601a182cd2744edc
Hyunjoo Song,2017,125,"Seoul National University, Seoul, Republic of Korea",599c7b87601a182cd2744edc
Jeongin Hwang,2017,125,"Seoul National University, Seoul, Republic of Korea",599c7b87601a182cd2744edc
Bongshin Lee,2017,125,"Microsoft Research, Redmond, WA, USA",599c7b87601a182cd2744edc
Bo Hyoung Kim,2017,125,"Hankuk University of Foreign Studies, Yongin-si, Gyeonggi-do, Republic of Korea",599c7b87601a182cd2744edc
Jinwook Seo,2017,125,"Seoul National University, Seoul, Republic of Korea",599c7b87601a182cd2744edc
Chunlei Chang,2017,24,"Monash University, Melbourne, VIC, Australia",599c7b89601a182cd2745525
Benjamin Bach,2017,24,"Monash University, Melbourne, VIC, Australia",599c7b89601a182cd2745525
Tim Dwyer,2017,24,"Monash University, Melbourne, VIC, Australia",599c7b89601a182cd2745525
Kim Marriott,2017,24,"Monash University, Melbourne, VIC, Australia",599c7b89601a182cd2745525
Jaemin Jo,2017,44,"Seoul National University, Seoul, Republic of Korea",599c7b89601a182cd27457f4
Sehi L'Yi,2017,44,"Seoul National University, Seoul, Republic of Korea",599c7b89601a182cd27457f4
Bongshin Lee,2017,44,"Microsoft Research, Redmond, WA, USA",599c7b89601a182cd27457f4
Jinwook Seo,2017,44,"Seoul National University, Seoul, Republic of Korea",599c7b89601a182cd27457f4
Younghoon Kim,2017,82,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd2746288
Kanit Wongsuphasawat,2017,82,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd2746288
Jessica Hullman,2017,82,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd2746288
Jeffrey Heer,2017,82,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd2746288
Kanit Wongsuphasawat,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Zening Qu,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Dominik Moritz,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Riley Chang,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Felix Ouk,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Anushka Anand,2017,247,"Tableau Research, Seattle, WA, USA",599c7b8a601a182cd27462fa
Jock D. Mackinlay,2017,247,"Tableau Software, Seattle, WA, USA",599c7b8a601a182cd27462fa
Bill Howe,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Jeffrey Heer,2017,247,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27462fa
Michael Correll,2017,49,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27463cd
Jeffrey Heer,2017,49,"University of Washington, Seattle, WA, USA",599c7b8a601a182cd27463cd
Christina Kelley,2017,136,"Georgia Institute of Technology, Atlanta, GA, USA",599c7b8a601a182cd2746755
Bongshin Lee,2017,136,"Microsoft Research, Redmond, USA",599c7b8a601a182cd2746755
Lauren Wilcox,2017,136,"Georgia Institute of Technology, Atlanta, GA, USA",599c7b8a601a182cd2746755
Dominik Herr,2016,8,University of Stuttgart#TAB#,599c7c1a601a182cd2788c6c
Qi Han,2016,8,University of Stuttgart#TAB#,599c7c1a601a182cd2788c6c
Steffen Lohmann,2016,8,,599c7c1a601a182cd2788c6c
Thomas Ertl,2016,8,University of Stuttgart#TAB#,599c7c1a601a182cd2788c6c
Oliver Fernandes,2017,1,"Univ Stuttgart, VISUS, Allmandring 19, Stuttgart, Germany",599c7c34601a182cd2793cbf
Steffen Frey,2017,1,"Univ Stuttgart, VISUS, Allmandring 19, Stuttgart, Germany",599c7c34601a182cd2793cbf
Thomas Ertl,2017,1,"Univ Stuttgart, VISUS, Allmandring 19, Stuttgart, Germany",599c7c34601a182cd2793cbf
Dominik Jäckle,2017,11,"Univ Konstanz, Constance, Germany",599c7c34601a182cd2793cd4
Florian Stoffel,2017,11,"Univ Konstanz, Constance, Germany",599c7c34601a182cd2793cd4
Sebastian Mittelstädt,2017,11,"Siemens AG, Munich, Germany",599c7c34601a182cd2793cd4
Daniel A. Keim,2017,11,"Univ Konstanz, Constance, Germany",599c7c34601a182cd2793cd4
Harald Reiterer,2017,11,"Univ Konstanz, Constance, Germany",599c7c34601a182cd2793cd4
Daniel Seebacher,2016,7,"University of Konstanz, Germany",59a13f620cf2cd7200e4036f
Manuel Stein,2016,7,"University of Konstanz, Germany",59a13f620cf2cd7200e4036f
Halldór Janetzko,2016,7,"University of Konstanz, Germany",59a13f620cf2cd7200e4036f
Daniel A. Keim,2016,7,"University of Konstanz, Germany",59a13f620cf2cd7200e4036f
Juri Buchmüller,2016,2,"University of Konstanz, Germany",59a13f6c0cf2cd7200e40373
Dominik Jäckle,2016,2,"University of Konstanz, Germany",59a13f6c0cf2cd7200e40373
Florian Stoffel,2016,2,"University of Konstanz, Germany",59a13f6c0cf2cd7200e40373
Daniel A. Keim,2016,2,"University of Konstanz, Germany",59a13f6c0cf2cd7200e40373
Tan Tang,2017,0,State Key Laboratory of CAD & CGZhejiang UniversityChina,59ae3c022bbe271c4c71c7d6
Sufei Wang,2017,0,State Key Laboratory of CAD & CGZhejiang UniversityChina,59ae3c022bbe271c4c71c7d6
Yunfeng Li,2017,0,State Key Laboratory of CAD & CGZhejiang UniversityChina,59ae3c022bbe271c4c71c7d6
Bohan Li,2017,0,State Key Laboratory of CAD & CGZhejiang UniversityChina,59ae3c022bbe271c4c71c7d6
Yingcai Wu,2017,0,Corresponding author. .,59ae3c022bbe271c4c71c7d6
Xuexin Xu,2017,16,"Nanyang Technol Univ, Singapore, Singapore",59ae3c022bbe271c4c71cbdc
Xiaodong Yang,2017,16,"Nanyang Technol Univ, Singapore, Singapore",59ae3c022bbe271c4c71cbdc
Junhua Lu,2017,16,"Zhejiang Univ, Hangzhou, Zhejiang, Peoples R China",59ae3c022bbe271c4c71cbdc
Ji Lan,2017,16,"Zhejiang Univ, Hangzhou, Zhejiang, Peoples R China",59ae3c022bbe271c4c71cbdc
Tai-Quan Peng,2017,16,"Michigan State Univ, Dept Commun, E Lansing, MI 48824 USA",59ae3c022bbe271c4c71cbdc
Yingcai Wu,2017,16,"Zhejiang Univ, Hangzhou, Zhejiang, Peoples R China",59ae3c022bbe271c4c71cbdc
Wei Chen,2017,16,"Zhejiang Univ, Hangzhou, Zhejiang, Peoples R China",59ae3c022bbe271c4c71cbdc
Mennatallah El-Assady,2017,25,"Univ Konstanz, Constance, Germany",59ae3c262bbe271c4c71ea2b
Annette Hautli-Janisz,2017,25,"Univ Konstanz, Constance, Germany",59ae3c262bbe271c4c71ea2b
Valentin Gold,2017,25,"Univ Gottingen, Gottingen, Germany",59ae3c262bbe271c4c71ea2b
Miriam Butt,2017,25,"Univ Konstanz, Constance, Germany",59ae3c262bbe271c4c71ea2b
Katharina Holzinger,2017,25,"Univ Konstanz, Constance, Germany",59ae3c262bbe271c4c71ea2b
Daniel A. Keim,2017,25,"Univ Konstanz, Constance, Germany",59ae3c262bbe271c4c71ea2b
Benjamin Bach,2018,212,Harvard University,59ae0cda0cf284510fa8b3ea
Ronell Sicat,2018,212,Harvard University,59ae0cda0cf284510fa8b3ea
Johanna Beyer,2018,212,Harvard University,59ae0cda0cf284510fa8b3ea
Maxime Cordeil,2018,212,Monash University,59ae0cda0cf284510fa8b3ea
Hanspeter Pfister,2018,212,Harvard University,59ae0cda0cf284510fa8b3ea
Jorge Poco,2018,56,University of Washington,59ae0cda0cf284510fa8b41e
Angela Mayhua,2018,56,Universidad Católica San Pablo,59ae0cda0cf284510fa8b41e
Jeffrey Heer,2018,56,University of Washington,59ae0cda0cf284510fa8b41e
Yingcai Wu,2018,63,State Key Lab of CAD & CGZhejiang University,59ae0cda0cf284510fa8b425
Ji Lan,2018,63,State Key Lab of CAD & CGZhejiang University,59ae0cda0cf284510fa8b425
Xinhuan Shu,2018,63,State Key Lab of CAD & CGZhejiang University,59ae0cda0cf284510fa8b425
Chenyang Ji,2018,63,State Key Lab of CAD & CGZhejiang University,59ae0cda0cf284510fa8b425
Kejian Zhao,2018,63,State Key Lab of CAD & CGZhejiang University,59ae0cda0cf284510fa8b425
Jiachen Wang,2018,63,State Key Lab of CAD & CGZhejiang University,59ae0cda0cf284510fa8b425
Hui Zhang,2018,63,Department of Physical EducationCollege of EducationZhejiang University,59ae0cda0cf284510fa8b425
Nam Wook Kim,2018,50,John A. Paulson School of Engineering and Applied SciencesHarvard University,59ae0cda0cf284510fa8b42c
Benjamin Bach,2018,50,John A. Paulson School of Engineering and Applied SciencesHarvard University,59ae0cda0cf284510fa8b42c
Hyejin Im,2018,50,Independent scholar,59ae0cda0cf284510fa8b42c
Sasha Schriber,2018,50,"Disney Research, Zürich",59ae0cda0cf284510fa8b42c
Markus Gross,2018,50,"Disney Research, Zürich",59ae0cda0cf284510fa8b42c
Hanspeter Pfister,2018,50,John A. Paulson School of Engineering and Applied SciencesHarvard University,59ae0cda0cf284510fa8b42c
Hongsen Liao,2018,24,"School of Software, Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China",59cb0d6c0cf23f44bec68cab
Yingcai Wu,2018,24,"State Key Lab of CAD & CG, Zhejiang University, Zhejiang Sheng, China",59cb0d6c0cf23f44bec68cab
Li Chen,2018,24,"School of Software, Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China",59cb0d6c0cf23f44bec68cab
Wei Chen,2018,24,"State Key Lab of CAD & CG, Zhejiang University, Zhejiang Sheng, China",59cb0d6c0cf23f44bec68cab
Yingcai Wu,2018,52,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, Zhejiang, China",59ec02d10cf22f5df7319aad
Zhutian Chen,2018,52,"Hong Kong University of Science and Technology, Hong Kong",59ec02d10cf22f5df7319aad
Guodao Sun,2018,52,"Zhejiang University of Technology, Hangzhou, Zhejiang, China",59ec02d10cf22f5df7319aad
Xiao Xie,2018,52,"State Key Lab of CAD&CG, Zhejiang University, Hangzhou, Zhejiang, China",59ec02d10cf22f5df7319aad
Nan Cao,2018,52,"College of Design and Innovation, Tongji University, Shanghai, China",59ec02d10cf22f5df7319aad
Shixia Liu,2018,52,"School of Software, Tsinghua University, Beijing, China",59ec02d10cf22f5df7319aad
Weiwei Cui,2018,52,"Microsoft Research, Beijing, China",59ec02d10cf22f5df7319aad
Rita Borgo,2015,18,,5a260c2817c44a4ba8a2392a
Bongshin Lee,2015,18,,5a260c2817c44a4ba8a2392a
Benjamin Bach,2015,18,,5a260c2817c44a4ba8a2392a
Sara Irina Fabrikant,2015,18,,5a260c2817c44a4ba8a2392a
Radu Jianu,2015,18,,5a260c2817c44a4ba8a2392a
Andreas Kerren,2015,18,,5a260c2817c44a4ba8a2392a
Stephen G. Kobourov,2015,18,,5a260c2817c44a4ba8a2392a
Fintan McGee,2015,18,,5a260c2817c44a4ba8a2392a
Luana Micallef,2015,18,,5a260c2817c44a4ba8a2392a
Tatiana von Landesberger,2015,18,,5a260c2817c44a4ba8a2392a
Kathrin Ballweg,2015,18,,5a260c2817c44a4ba8a2392a
Stephan Diehl,2015,18,,5a260c2817c44a4ba8a2392a
Paolo Simonetto,2015,18,,5a260c2817c44a4ba8a2392a
Michelle Zhou,2015,18,,5a260c2817c44a4ba8a2392a
Valentina Ivanova,2017,19,"Swedish E Sci Res Ctr, Linkoping, Sweden",5a260c2e17c44a4ba8a23ea7
Benjamin Bach,2017,19,"Univ Edinburgh, Edinburgh, Midlothian, Scotland",5a260c2e17c44a4ba8a23ea7
Emmanuel Pietriga,2017,19,"Univ Paris Sud, LRI, INRIA, Orsay, France",5a260c2e17c44a4ba8a23ea7
Patrick Lambrix,2017,19,"Linkoping Univ, Dept Comp & Informat Sci, S-58183 Linkoping, Sweden",5a260c2e17c44a4ba8a23ea7
Patrick Gralka,2017,8,"University of Stuttgart, Stuttgart, Germany",5a260c3517c44a4ba8a24ca8
Christoph Schulz,2017,8,"University of Stuttgart, Stuttgart, Germany",5a260c3517c44a4ba8a24ca8
Guido Reina,2017,8,"University of Stuttgart, Stuttgart, Germany",5a260c3517c44a4ba8a24ca8
Daniel Weiskopf,2017,8,"University of Stuttgart, Stuttgart, Germany",5a260c3517c44a4ba8a24ca8
Thomas Ertl,2017,8,"University of Stuttgart, Stuttgart, Germany",5a260c3517c44a4ba8a24ca8
Leonel Merino,2017,34,"Software Composition Group, University of Bern, Switzerland",5a260c3517c44a4ba8a24cb5
Johannes Fuchs,2017,34,"Software Composition Group, University of Bern, Switzerland",5a260c3517c44a4ba8a24cb5
Michael Blumenschein,2017,34,"Software Composition Group, University of Bern, Switzerland",5a260c3517c44a4ba8a24cb5
Craig Anslow,2017,34,"Data Analysis and Visualization Group, University of Konstanz, Germany",5a260c3517c44a4ba8a24cb5
Mohammad Ghafari,2017,34,"Data Analysis and Visualization Group, University of Konstanz, Germany",5a260c3517c44a4ba8a24cb5
Oscar Nierstrasz,2017,34,"Data Analysis and Visualization Group, University of Konstanz, Germany",5a260c3517c44a4ba8a24cb5
Michael Behrisch,2017,34,"Data Analysis and Visualization Group, University of Konstanz, Germany",5a260c3517c44a4ba8a24cb5
Daniel A. Keim,2017,34,"Universitat Konstanz, Konstanz, Baden-WÃ¼rttemberg, DE",5a260c3517c44a4ba8a24cb5
Dominik Sacha,2017,132,,5a260c5717c44a4ba8a29079
Michael Sedlmair,2017,132,,5a260c5717c44a4ba8a29079
Leishi Zhang,2017,132,,5a260c5717c44a4ba8a29079
John Aldo Lee,2017,132,,5a260c5717c44a4ba8a29079
Jaakko Peltonen,2017,132,,5a260c5717c44a4ba8a29079
Daniel Weiskopf,2017,132,,5a260c5717c44a4ba8a29079
Stephen C. North,2017,132,,5a260c5717c44a4ba8a29079
Daniel A. Keim,2017,132,,5a260c5717c44a4ba8a29079
Young-Ho Kim,2017,81,Seoul National University,5a260c6917c44a4ba8a2d5f1
Jae Ho Jeon,2017,81,Kakao Corporation,5a260c6917c44a4ba8a2d5f1
Bongshin Lee,2017,81,Microsoft Research,5a260c6917c44a4ba8a2d5f1
Eun Kyoung Choe,2017,81,University of Maryland,5a260c6917c44a4ba8a2d5f1
Jinwook Seo,2017,81,Seoul National University,5a260c6917c44a4ba8a2d5f1
Michael Bußler,2017,7,Corresponding author.,5a260c7317c44a4ba8a2e9e5
Patrick Diehl,2017,7,"Present address: Laboratory for Multiscale Mechanics, Département de Génie Mécanique, École Polytechnique de Montréal, C.P. 6079, Succ. Centre-ville, Montreal, QC H3C 3A7, Canada",5a260c7317c44a4ba8a2e9e5
Dirk Pflüger,2017,7,"IPVS/SGS, University of Stuttgart, Universitätsstraße 38, D-70569 Stuttgart, Germany",5a260c7317c44a4ba8a2e9e5
Steffen Frey,2017,7,"Visualization Research Center, University of Stuttgart, Allmandring 19, D-70569 Stuttgart, Germany",5a260c7317c44a4ba8a2e9e5
Filip Sadlo,2017,7,"Interdisciplinary Center for Scientific Computing, Heidelberg University, Im Neuenheimer Feld 205, D-69120 Heidelberg, Germany",5a260c7317c44a4ba8a2e9e5
Thomas Ertl,2017,7,"Visualization Research Center, University of Stuttgart, Allmandring 19, D-70569 Stuttgart, Germany",5a260c7317c44a4ba8a2e9e5
Marc Alexander Schweitzer,2017,7,"Institute for Numerical Simulation, University of Bonn, Wegelerstr. 6, D-53115 Bonn, Germany",5a260c7317c44a4ba8a2e9e5
Daniel Seebacher,2017,14,University of Konstanz,5a260c8117c44a4ba8a308d8
Johannes Häußler,2017,14,University of Konstanz,5a260c8117c44a4ba8a308d8
Michael Hundt,2017,14,University of Konstanz,5a260c8117c44a4ba8a308d8
Manuel Stein,2017,14,University of Konstanz,5a260c8117c44a4ba8a308d8
Hannes Müller,2017,14,LUBW,5a260c8117c44a4ba8a308d8
Ulrich Engelke,2017,14,CSIRO Data61,5a260c8117c44a4ba8a308d8
Daniel A. Keim,2017,14,University of Konstanz,5a260c8117c44a4ba8a308d8
Harald Bosch,2011,2,,5a4aef5a17c44a2190f77d0c
Dennis Thom,2011,2,,5a4aef5a17c44a2190f77d0c
Thomas Ertl,2011,2,,5a4aef5a17c44a2190f77d0c
Michael Raschke,2011,1,,5a4aef5a17c44a2190f77d60
Philipp Heim,2011,1,,5a4aef5a17c44a2190f77d60
Thomas Ertl,2011,1,,5a4aef5a17c44a2190f77d60
Tanja Blascheck,2017,252,"Univ Stuttgart, Stuttgart, Germany",5a4aef6f17c44a2190f78455
Kuno Kurzhals,2017,252,"Univ Stuttgart, Stuttgart, Germany",5a4aef6f17c44a2190f78455
